STATE_PROVINCE,DESTZIP_POSTA_ CODE,SERVICE_DAYS,ZONE
WI,53036,2,5
WI,53037,2,5
WI,53038,2,5
WI,53039,2,5
WI,53040,2,5
WI,53042,3,5
WI,53044,3,5
WI,53045,2,5
WI,53046,2,5
WI,53047,2,5
WI,53048,2,5
WI,53049,3,5
WI,53050,2,5
WI,53051,2,5
WI,53052,2,5
WI,53056,2,5
WI,53057,3,5
WI,53058,2,5
WI,53059,2,5
WI,53060,2,5
WI,53061,3,5
WI,53062,3,5
WI,53063,3,5
WI,53064,2,5
WI,53065,3,5
WI,53066,2,5
WI,53069,2,5
WI,53070,2,5
WI,53072,2,5
WI,53073,3,5
WI,53074,2,5
WI,53075,2,5
WI,53076,2,5
WI,53078,2,5
WI,53079,3,5
WI,53080,2,5
WI,53081,3,5
WI,53082,3,5
WI,53083,3,5
WI,53085,3,5
WI,53086,2,5
WI,53088,3,5
WI,53089,2,5
WI,53090,2,5
WI,53091,2,5
WI,53092,2,5
WI,53093,2,5
WI,53094,2,5
WI,53095,2,5
WI,53097,2,5
WI,53098,2,5
WI,53099,2,5
WI,53101,2,5
WI,53102,2,5
WI,53103,2,5
WI,53104,2,5
WI,53105,2,5
WI,53108,2,5
WI,53109,2,5
WI,53110,2,5
WI,53114,3,5
WI,53115,2,5
WI,53118,2,5
WI,53119,2,5
WI,53120,2,5
WI,53121,2,5
WI,53122,2,5
WI,53125,2,5
WI,53126,2,5
WI,53127,2,5
WI,53128,2,5
WI,53129,2,5
WI,53130,2,5
WI,53132,2,5
WI,53137,2,5
WI,53138,2,5
WI,53139,2,5
WI,53140,2,5
WI,53141,2,5
WI,53142,2,5
WI,53143,2,5
WI,53144,2,5
WI,53146,2,5
WI,53147,2,5
WI,53148,2,5
WI,53149,2,5
WI,53150,2,5
WI,53151,2,5
WI,53152,2,5
WI,53153,2,5
WI,53154,2,5
WI,53156,2,5
WI,53157,2,5
WI,53158,2,5
WI,53159,2,5
WI,53167,2,5
WI,53168,2,5
WI,53170,2,5
WI,53171,2,5
WI,53172,2,5
WI,53176,2,5
WI,53177,2,5
WI,53178,2,5
WI,53179,2,5
WI,53181,2,5
WI,53182,2,5
WI,53183,2,5
WI,53184,2,5
WI,53185,2,5
WI,53186,2,5
WI,53187,2,5
WI,53188,2,5
WI,53189,2,5
WI,53190,2,5
WI,53191,2,5
WI,53192,2,5
WI,53194,2,5
WI,53195,2,5
WI,53201,2,5
WI,53202,2,5
WI,53203,2,5
WI,53204,2,5
WI,53205,2,5
WI,53206,2,5
WI,53207,2,5
WI,53208,2,5
WI,53209,2,5
WI,53210,2,5
WI,53211,2,5
WI,53212,2,5
WI,53213,2,5
WI,53214,2,5
WI,53215,2,5
WI,53216,2,5
WI,53217,2,5
WI,53218,2,5
WI,53219,2,5
WI,53220,2,5
WI,53221,2,5
WI,53222,2,5
WI,53223,2,5
WI,53224,2,5
WI,53225,2,5
WI,53226,2,5
WI,53227,2,5
WI,53228,2,5
WI,53233,2,5
WI,53234,2,5
WI,53235,2,5
WI,53237,2,5
WI,53259,2,5
WI,53263,2,5
WI,53267,2,5
WI,53268,2,5
WI,53274,2,5
WI,53278,2,5
WI,53288,2,5
WI,53290,2,5
WI,53293,2,5
WI,53295,2,5
WI,53401,2,5
WI,53402,2,5
WI,53403,2,5
WI,53404,2,5
WI,53405,2,5
WI,53406,2,5
WI,53407,2,5
WI,53408,2,5
WI,53501,3,5
WI,53502,3,5
WI,53503,3,5
WI,53504,3,5
WI,53505,3,5
WI,53506,3,5
WI,53507,3,5
WI,53508,3,5
WI,53510,3,5
WI,53511,3,5
WI,53512,3,5
WI,53515,3,5
WI,53516,3,5
WI,53517,3,5
WI,53518,3,5
WI,53520,3,5
WI,53521,3,5
WI,53522,3,5
WI,53523,3,5
WI,53525,3,5
WI,53526,3,5
WI,53527,3,5
WI,53528,3,5
WI,53529,3,5
WI,53530,3,5
WI,53531,3,5
WI,53532,3,5
WI,53533,3,5
WI,53534,3,5
WI,53535,3,5
WI,53536,3,5
WI,53537,3,5
WI,53538,3,5
WI,53540,3,5
WI,53541,3,5
WI,53542,3,5
WI,53543,3,5
WI,53544,3,5
WI,53545,3,5
WI,53546,3,5
WI,53547,3,5
WI,53548,3,5
WI,53549,3,5
WI,53550,3,5
WI,53551,3,5
WI,53553,3,5
WI,53554,3,5
WI,53555,3,5
WI,53556,3,5
WI,53557,3,5
WI,53558,3,5
WI,53559,3,5
WI,53560,3,5
WI,53561,3,5
WI,53562,3,5
WI,53563,3,5
WI,53565,3,5
WI,53566,3,5
WI,53569,3,5
WI,53570,3,5
WI,53571,3,5
WI,53572,3,5
WI,53573,3,5
WI,53574,3,5
WI,53575,3,5
WI,53576,3,5
WI,53577,3,5
WI,53578,3,5
WI,53579,3,5
WI,53580,3,5
WI,53581,3,5
WI,53582,3,5
WI,53583,3,5
WI,53584,3,5
WI,53585,3,5
WI,53586,3,5
WI,53587,3,5
WI,53588,3,5
WI,53589,3,5
WI,53590,3,5
WI,53593,3,5
WI,53594,3,5
WI,53595,3,5
WI,53596,3,5
WI,53597,3,5
WI,53598,3,5
WI,53599,3,5
WI,53701,3,5
WI,53702,3,5
WI,53703,3,5
WI,53704,3,5
WI,53705,3,5
WI,53706,3,5
WI,53707,3,5
WI,53708,3,5
WI,53711,3,5
WI,53713,3,5
WI,53714,3,5
WI,53715,3,5
WI,53716,3,5
WI,53717,3,5
WI,53718,3,5
WI,53719,3,5
WI,53725,3,5
WI,53726,3,5
WI,53744,3,5
WI,53774,3,5
WI,53777,3,5
WI,53778,3,5
WI,53779,3,5
WI,53782,3,5
WI,53783,3,5
WI,53784,3,5
WI,53785,3,5
WI,53786,3,5
WI,53788,3,5
WI,53789,3,5
WI,53790,3,5
WI,53791,3,5
WI,53792,3,5
WI,53793,3,5
WI,53794,3,5
WI,53801,3,5
WI,53802,3,5
WI,53803,3,5
WI,53804,3,5
WI,53805,3,5
WI,53806,3,5
WI,53807,3,5
WI,53808,3,5
WI,53809,3,5
WI,53810,3,5
WI,53811,3,5
WI,53812,3,5
WI,53813,3,5
WI,53816,3,5
WI,53817,3,5
WI,53818,3,5
WI,53820,3,5
WI,53821,3,5
WI,53824,3,5
WI,53825,3,5
WI,53826,3,5
WI,53827,3,5
WI,53901,3,5
WI,53910,3,5
WI,53911,3,5
WI,53913,3,5
WI,53916,3,5
WI,53919,3,5
WI,53920,3,5
WI,53922,3,5
WI,53923,3,5
WI,53924,3,5
WI,53925,3,5
WI,53926,3,5
WI,53927,3,5
WI,53928,3,5
WI,53929,3,5
WI,53930,3,5
WI,53931,3,5
WI,53932,3,5
WI,53933,3,5
WI,53934,3,5
WI,53935,3,5
WI,53936,3,5
WI,53937,3,5
WI,53939,3,5
WI,53940,3,5
WI,53941,3,5
WI,53942,3,5
WI,53943,3,5
WI,53944,3,5
WI,53946,3,5
WI,53947,3,5
WI,53948,3,5
WI,53949,3,5
WI,53950,3,5
WI,53951,3,5
WI,53952,3,5
WI,53953,3,5
WI,53954,3,5
WI,53955,3,5
WI,53956,3,5
WI,53957,3,5
WI,53958,3,5
WI,53959,3,5
WI,53960,3,5
WI,53961,3,5
WI,53962,3,5
WI,53963,3,5
WI,53964,3,5
WI,53965,3,5
WI,53968,3,5
WI,53969,3,5
WI,54001,3,5
WI,54002,3,5
WI,54003,3,5
WI,54004,3,5
WI,54005,3,5
WI,54006,3,5
WI,54007,3,5
WI,54009,3,5
WI,54010,3,5
WI,54011,3,5
WI,54013,3,5
WI,54014,3,5
WI,54015,3,5
WI,54016,3,5
WI,54017,3,5
WI,54020,3,5
WI,54021,3,5
WI,54022,3,5
WI,54023,3,5
WI,54024,3,5
WI,54025,3,5
WI,54026,3,5
WI,54027,3,5
WI,54028,3,5
WI,54082,3,5
WI,54101,3,5
WI,54102,3,5
WI,54103,3,5
WI,54104,3,5
WI,54106,3,5
WI,54107,3,5
WI,54110,3,5
WI,54111,3,5
WI,54112,3,5
WI,54113,3,5
WI,54114,3,5
WI,54115,3,5
WI,54119,3,5
WI,54120,3,5
WI,54121,3,5
WI,54123,3,5
WI,54124,3,5
WI,54125,3,5
WI,54126,3,5
WI,54127,3,5
WI,54128,3,5
WI,54129,3,5
WI,54130,3,5
WI,54131,3,5
WI,54135,3,5
WI,54136,3,5
WI,54137,3,5
WI,54138,3,5
WI,54139,3,5
WI,54140,3,5
WI,54141,3,5
WI,54143,3,5
WI,54149,3,5
WI,54150,3,5
WI,54151,3,5
WI,54152,3,5
WI,54153,3,5
WI,54154,3,5
WI,54155,3,5
WI,54156,3,5
WI,54157,3,5
WI,54159,3,5
WI,54160,3,5
WI,54161,3,5
WI,54162,3,5
WI,54165,3,5
WI,54166,3,5
WI,54169,3,5
WI,54170,3,5
WI,54171,3,5
WI,54173,3,5
WI,54174,3,5
WI,54175,3,5
WI,54177,3,5
WI,54180,3,5
WI,54182,3,5
WI,54201,3,5
WI,54202,3,5
WI,54204,3,5
WI,54205,3,5
WI,54207,3,5
WI,54208,3,5
WI,54209,3,5
WI,54210,3,5
WI,54211,3,5
WI,54212,3,5
WI,54213,3,5
WI,54214,3,5
WI,54215,3,5
WI,54216,3,5
WI,54217,3,5
WI,54220,3,5
WI,54221,3,5
WI,54226,3,5
WI,54227,3,5
WI,54228,3,5
WI,54229,3,5
WI,54230,3,5
WI,54232,3,5
WI,54234,3,5
WI,54235,3,5
WI,54240,3,5
WI,54241,3,5
WI,54245,3,5
WI,54246,3,5
WI,54247,3,5
WI,54301,3,5
WI,54302,3,5
WI,54303,3,5
WI,54304,3,5
WI,54305,3,5
WI,54306,3,5
WI,54307,3,5
WI,54308,3,5
WI,54311,3,5
WI,54313,3,5
WI,54324,3,5
WI,54344,3,5
WI,54401,3,5
WI,54402,3,5
WI,54403,3,5
WI,54404,3,5
WI,54405,3,5
WI,54406,3,5
WI,54407,3,5
WI,54408,3,5
WI,54409,3,5
WI,54410,3,5
WI,54411,3,5
WI,54412,3,5
WI,54413,3,5
WI,54414,3,5
WI,54415,3,5
WI,54416,3,5
WI,54417,3,5
WI,54418,3,5
WI,54420,3,5
WI,54421,3,5
WI,54422,3,5
WI,54423,3,5
WI,54424,3,5
WI,54425,3,5
WI,54426,3,5
WI,54427,3,5
WI,54428,3,5
WI,54429,3,5
WI,54430,3,5
WI,54432,3,5
WI,54433,3,5
WI,54434,3,5
WI,54435,3,5
WI,54436,3,5
WI,54437,3,5
WI,54439,3,5
WI,54440,3,5
WI,54441,3,5
WI,54442,3,5
WI,54443,3,5
WI,54446,3,5
WI,54447,3,5
WI,54448,3,5
WI,54449,3,5
WI,54450,3,5
WI,54451,3,5
WI,54452,3,5
WI,54454,3,5
WI,54455,3,5
WI,54456,3,5
WI,54457,3,5
WI,54458,3,5
WI,54459,3,5
WI,54460,3,5
WI,54462,3,5
WI,54463,3,5
WI,54464,3,5
WI,54465,3,5
WI,54466,3,5
WI,54467,3,5
WI,54469,3,5
WI,54470,3,5
WI,54471,3,5
WI,54472,3,5
WI,54473,3,5
WI,54474,3,5
WI,54475,3,5
WI,54476,3,5
WI,54479,3,5
WI,54480,3,5
WI,54481,3,5
WI,54482,3,5
WI,54484,3,5
WI,54485,3,5
WI,54486,3,5
WI,54487,3,5
WI,54488,3,5
WI,54489,3,5
WI,54490,3,5
WI,54491,3,5
WI,54492,3,5
WI,54493,3,5
WI,54494,3,5
WI,54495,3,5
WI,54498,3,5
WI,54499,3,5
WI,54501,3,5
WI,54511,3,5
WI,54512,3,5
WI,54513,3,5
WI,54514,3,5
WI,54515,3,5
WI,54517,3,5
WI,54519,3,5
WI,54520,3,5
WI,54521,3,5
WI,54524,3,5
WI,54525,3,5
WI,54526,3,5
WI,54527,3,5
WI,54529,3,5
WI,54530,3,5
WI,54531,3,5
WI,54532,3,5
WI,54534,3,5
WI,54536,3,5
WI,54537,3,5
WI,54538,3,5
WI,54539,3,5
WI,54540,3,5
WI,54541,3,5
WI,54542,3,5
WI,54543,3,5
WI,54545,3,5
WI,54546,3,5
WI,54547,3,5
WI,54548,3,5
WI,54550,3,5
WI,54552,3,5
WI,54554,3,5
WI,54555,3,5
WI,54556,3,5
WI,54557,3,5
WI,54558,3,5
WI,54559,3,5
WI,54560,3,5
WI,54561,3,5
WI,54562,3,5
WI,54563,3,5
WI,54564,3,5
WI,54565,3,5
WI,54566,3,5
WI,54568,3,5
WI,54601,3,5
WI,54602,3,5
WI,54603,3,5
WI,54610,3,5
WI,54611,3,5
WI,54612,3,5
WI,54613,3,5
WI,54614,3,5
WI,54615,3,5
WI,54616,3,5
WI,54618,3,5
WI,54619,3,5
WI,54620,3,5
WI,54621,3,5
WI,54622,3,5
WI,54623,3,5
WI,54624,3,5
WI,54625,3,5
WI,54626,3,5
WI,54627,3,5
WI,54628,3,5
WI,54629,3,5
WI,54630,3,5
WI,54631,3,5
WI,54632,3,5
WI,54634,3,5
WI,54635,3,5
WI,54636,3,5
WI,54637,3,5
WI,54638,3,5
WI,54639,3,5
WI,54640,3,5
WI,54641,3,5
WI,54642,3,5
WI,54643,3,5
WI,54644,3,5
WI,54645,3,5
WI,54646,3,5
WI,54648,3,5
WI,54649,3,5
WI,54650,3,5
WI,54651,3,5
WI,54652,3,5
WI,54653,3,5
WI,54654,3,5
WI,54655,3,5
WI,54656,3,5
WI,54657,3,5
WI,54658,3,5
WI,54659,3,5
WI,54660,3,5
WI,54661,3,5
WI,54662,3,5
WI,54664,3,5
WI,54665,3,5
WI,54666,3,5
WI,54667,3,5
WI,54669,3,5
WI,54670,3,5
WI,54701,3,5
WI,54702,3,5
WI,54703,3,5
WI,54720,3,5
WI,54721,3,5
WI,54722,3,5
WI,54723,3,5
WI,54724,3,5
WI,54725,3,5
WI,54726,3,5
WI,54727,3,5
WI,54728,3,5
WI,54729,3,5
WI,54730,3,5
WI,54731,3,5
WI,54732,3,5
WI,54733,3,5
WI,54734,3,5
WI,54735,3,5
WI,54736,3,5
WI,54737,3,5
WI,54738,3,5
WI,54739,3,5
WI,54740,3,5
WI,54741,3,5
WI,54742,3,5
WI,54743,3,5
WI,54745,3,5
WI,54746,3,5
WI,54747,3,5
WI,54748,3,5
WI,54749,3,5
WI,54750,3,5
WI,54751,3,5
WI,54754,3,5
WI,54755,3,5
WI,54756,3,5
WI,54757,3,5
WI,54758,3,5
WI,54759,3,5
WI,54760,3,5
WI,54761,3,5
WI,54762,3,5
WI,54763,3,5
WI,54764,3,5
WI,54765,3,5
WI,54766,3,5
WI,54767,3,5
WI,54768,3,5
WI,54769,3,5
WI,54770,3,5
WI,54771,3,5
WI,54772,3,5
WI,54773,3,5
WI,54774,3,5
WI,54801,3,5
WI,54805,3,5
WI,54806,3,5
WI,54810,3,5
WI,54812,3,5
WI,54813,3,5
WI,54814,3,5
WI,54816,3,5
WI,54817,3,5
WI,54818,3,5
WI,54819,3,5
WI,54820,3,5
WI,54821,3,5
WI,54822,3,5
WI,54824,3,5
WI,54826,3,5
WI,54827,3,5
WI,54828,3,5
WI,54829,3,5
WI,54830,3,5
WI,54832,3,5
WI,54834,3,5
WI,54835,3,5
WI,54836,3,5
WI,54837,3,5
WI,54838,3,5
WI,54839,3,5
WI,54840,3,5
WI,54841,3,5
WI,54842,3,5
WI,54843,3,5
WI,54844,3,5
WI,54845,3,5
WI,54846,3,5
WI,54847,3,5
WI,54848,3,5
WI,54849,3,5
WI,54850,3,5
WI,54853,3,5
WI,54854,3,5
WI,54855,3,5
WI,54856,3,5
WI,54857,3,5
WI,54858,3,5
WI,54859,3,5
WI,54861,3,5
WI,54862,3,5
WI,54864,3,5
WI,54865,3,5
WI,54867,3,5
WI,54868,3,5
WI,54870,3,5
WI,54871,3,5
WI,54872,3,5
WI,54873,3,5
WI,54874,3,5
WI,54875,3,5
WI,54876,3,5
WI,54880,3,5
WI,54888,3,5
WI,54889,3,5
WI,54890,3,5
WI,54891,3,5
WI,54893,3,5
WI,54895,3,5
WI,54896,3,5
WI,54901,3,5
WI,54902,3,5
WI,54903,3,5
WI,54904,3,5
WI,54906,3,5
WI,54909,3,5
WI,54911,3,5
WI,54912,3,5
WI,54913,3,5
WI,54914,3,5
WI,54915,3,5
WI,54919,3,5
WI,54921,3,5
WI,54922,3,5
WI,54923,3,5
WI,54926,3,5
WI,54927,3,5
WI,54928,3,5
WI,54929,3,5
WI,54930,3,5
WI,54931,3,5
WI,54932,3,5
WI,54933,3,5
WI,54934,3,5
WI,54935,3,5
WI,54936,3,5
WI,54937,3,5
WI,54940,3,5
WI,54941,3,5
WI,54942,3,5
WI,54943,3,5
WI,54944,3,5
WI,54945,3,5
WI,54946,3,5
WI,54947,3,5
WI,54948,3,5
WI,54949,3,5
WI,54950,3,5
WI,54952,3,5
WI,54956,3,5
WI,54957,3,5
WI,54960,3,5
WI,54961,3,5
WI,54962,3,5
WI,54963,3,5
WI,54964,3,5
WI,54965,3,5
WI,54966,3,5
WI,54967,3,5
WI,54968,3,5
WI,54969,3,5
WI,54970,3,5
WI,54971,3,5
WI,54974,3,5
WI,54976,3,5
WI,54977,3,5
WI,54978,3,5
WI,54979,3,5
WI,54980,3,5
WI,54981,3,5
WI,54982,3,5
WI,54983,3,5
WI,54984,3,5
WI,54985,3,5
WI,54986,3,5
WI,54990,3,5
MN,55001,3,5
MN,55002,3,5
MN,55003,3,5
MN,55005,3,5
MN,55006,3,5
MN,55007,3,5
MN,55008,3,5
MN,55009,3,5
MN,55010,3,5
MN,55011,3,5
MN,55012,3,5
MN,55013,3,5
MN,55014,3,5
MN,55016,3,5
MN,55017,3,5
MN,55018,3,5
MN,55019,3,5
MN,55020,3,5
MN,55021,3,5
MN,55024,3,5
MN,55025,3,5
MN,55026,3,5
MN,55027,3,5
MN,55029,3,5
MN,55030,3,5
MN,55031,3,5
MN,55032,3,5
MN,55033,3,5
MN,55036,3,5
MN,55037,3,5
MN,55038,3,5
MN,55040,3,5
MN,55041,3,5
MN,55042,3,5
MN,55043,3,5
MN,55044,3,5
MN,55045,3,5
MN,55046,3,5
MN,55047,3,5
MN,55049,3,5
MN,55051,3,5
MN,55052,3,5
MN,55053,3,5
MN,55054,3,5
MN,55055,3,5
MN,55056,3,5
MN,55057,3,5
MN,55060,3,5
MN,55063,3,5
MN,55065,3,5
MN,55066,3,5
MN,55067,3,5
MN,55068,3,5
MN,55069,3,5
MN,55070,3,5
MN,55071,3,5
MN,55072,3,5
MN,55073,3,5
MN,55074,3,5
MN,55075,3,5
MN,55076,3,5
MN,55077,3,5
MN,55078,3,5
MN,55079,3,5
MN,55080,3,5
MN,55082,3,5
MN,55083,3,5
MN,55084,3,5
MN,55085,3,5
MN,55087,3,5
MN,55088,3,5
MN,55089,3,5
MN,55090,3,5
MN,55092,3,5
MN,55101,3,5
MN,55102,3,5
MN,55103,3,5
MN,55104,3,5
MN,55105,3,5
MN,55106,3,5
MN,55107,3,5
MN,55108,3,5
MN,55109,3,5
MN,55110,3,5
MN,55111,3,5
MN,55112,3,5
MN,55113,3,5
MN,55114,3,5
MN,55115,3,5
MN,55116,3,5
MN,55117,3,5
MN,55118,3,5
MN,55119,3,5
MN,55120,3,5
MN,55121,3,5
MN,55122,3,5
MN,55123,3,5
MN,55124,3,5
MN,55125,3,5
MN,55126,3,5
MN,55127,3,5
MN,55128,3,5
MN,55129,3,5
MN,55130,3,5
MN,55133,3,5
MN,55144,3,5
MN,55145,3,5
MN,55146,3,5
MN,55150,3,5
MN,55155,3,5
MN,55164,3,5
MN,55165,3,5
MN,55166,3,5
MN,55168,3,5
MN,55170,3,5
MN,55171,3,5
MN,55172,3,5
MN,55175,3,5
MN,55187,3,5
MN,55188,3,5
MN,55301,3,5
MN,55302,3,5
MN,55303,3,5
MN,55304,3,5
MN,55305,3,5
MN,55306,3,5
MN,55307,3,5
MN,55308,3,5
MN,55309,3,5
MN,55310,3,5
MN,55311,3,5
MN,55312,3,5
MN,55313,3,5
MN,55314,3,5
MN,55315,3,5
MN,55316,3,5
MN,55317,3,5
MN,55318,3,5
MN,55319,3,5
MN,55320,3,5
MN,55321,3,5
MN,55322,3,5
MN,55323,3,5
MN,55324,3,5
MN,55325,3,5
MN,55327,3,5
MN,55328,3,5
MN,55329,3,5
MN,55330,3,5
MN,55331,3,5
MN,55332,3,5
MN,55333,3,5
MN,55334,3,5
MN,55335,3,5
MN,55336,3,5
MN,55337,3,5
MN,55338,3,5
MN,55339,3,5
MN,55340,3,5
MN,55341,3,5
MN,55342,3,5
MN,55343,3,5
MN,55344,3,5
MN,55345,3,5
MN,55346,3,5
MN,55347,3,5
MN,55348,3,5
MN,55349,3,5
MN,55350,3,5
MN,55352,3,5
MN,55353,3,5
MN,55354,3,5
MN,55355,3,5
MN,55356,3,5
MN,55357,3,5
MN,55358,3,5
MN,55359,3,5
MN,55360,3,5
MN,55361,3,5
MN,55362,3,5
MN,55363,3,5
MN,55364,3,5
MN,55365,3,5
MN,55366,3,5
MN,55367,3,5
MN,55368,3,5
MN,55369,3,5
MN,55370,3,5
MN,55371,3,5
MN,55372,3,5
MN,55373,3,5
MN,55374,3,5
MN,55375,3,5
MN,55376,3,5
MN,55377,3,5
MN,55378,3,5
MN,55379,3,5
MN,55380,3,5
MN,55381,3,5
MN,55382,3,5
MN,55383,3,5
MN,55384,3,5
MN,55385,3,5
MN,55386,3,5
MN,55387,3,5
MN,55388,3,5
MN,55389,3,5
MN,55390,3,5
MN,55391,3,5
MN,55392,3,5
MN,55393,3,5
MN,55394,3,5
MN,55395,3,5
MN,55396,3,5
MN,55397,3,5
MN,55398,3,5
MN,55399,3,5
MN,55401,3,5
MN,55402,3,5
MN,55403,3,5
MN,55404,3,5
MN,55405,3,5
MN,55406,3,5
MN,55407,3,5
MN,55408,3,5
MN,55409,3,5
MN,55410,3,5
MN,55411,3,5
MN,55412,3,5
MN,55413,3,5
MN,55414,3,5
MN,55415,3,5
MN,55416,3,5
MN,55417,3,5
MN,55418,3,5
MN,55419,3,5
MN,55420,3,5
MN,55421,3,5
MN,55422,3,5
MN,55423,3,5
MN,55424,3,5
MN,55425,3,5
MN,55426,3,5
MN,55427,3,5
MN,55428,3,5
MN,55429,3,5
MN,55430,3,5
MN,55431,3,5
MN,55432,3,5
MN,55433,3,5
MN,55434,3,5
MN,55435,3,5
MN,55436,3,5
MN,55437,3,5
MN,55438,3,5
MN,55439,3,5
MN,55440,3,5
MN,55441,3,5
MN,55442,3,5
MN,55443,3,5
MN,55444,3,5
MN,55445,3,5
MN,55446,3,5
MN,55447,3,5
MN,55448,3,5
MN,55449,3,5
MN,55450,3,5
MN,55454,3,5
MN,55455,3,5
MN,55458,3,5
MN,55459,3,5
MN,55460,3,5
MN,55467,3,5
MN,55470,3,5
MN,55472,3,5
MN,55473,3,5
MN,55474,3,5
MN,55478,3,5
MN,55479,3,5
MN,55480,3,5
MN,55483,3,5
MN,55484,3,5
MN,55485,3,5
MN,55486,3,5
MN,55487,3,5
MN,55488,3,5
MN,55550,3,5
MN,55551,3,5
MN,55552,3,5
MN,55553,3,5
MN,55554,3,5
MN,55556,3,5
MN,55557,3,5
MN,55558,3,5
MN,55559,3,5
MN,55560,3,5
MN,55562,3,5
MN,55564,3,5
MN,55565,3,5
MN,55566,3,5
MN,55567,3,5
MN,55568,3,5
MN,55569,3,5
MN,55570,3,5
MN,55571,3,5
MN,55572,3,5
MN,55573,3,5
MN,55574,3,5
MN,55575,3,5
MN,55576,3,5
MN,55577,3,5
MN,55578,3,5
MN,55579,3,5
MN,55580,3,5
MN,55581,3,5
MN,55582,3,5
MN,55583,3,5
MN,55584,3,5
MN,55585,3,5
MN,55586,3,5
MN,55587,3,5
MN,55588,3,5
MN,55589,3,5
MN,55590,3,5
MN,55591,3,5
MN,55592,3,5
MN,55593,3,5
MN,55594,3,5
MN,55595,3,5
MN,55596,3,5
MN,55597,3,5
MN,55598,3,5
MN,55599,3,5
MN,55601,3,5
MN,55602,3,5
MN,55603,3,5
MN,55604,3,5
MN,55605,3,5
MN,55606,3,5
MN,55607,3,5
MN,55609,3,5
MN,55612,3,5
MN,55613,3,5
MN,55614,3,5
MN,55615,3,5
MN,55616,3,5
MN,55701,3,5
MN,55702,3,5
MN,55703,3,5
MN,55704,3,5
MN,55705,3,5
MN,55706,3,5
MN,55707,3,5
MN,55708,3,5
MN,55709,3,5
MN,55710,3,5
MN,55711,3,5
MN,55712,3,5
MN,55713,3,5
MN,55716,3,5
MN,55717,3,5
MN,55718,3,5
MN,55719,3,5
MN,55720,3,5
MN,55721,3,5
MN,55722,3,5
MN,55723,3,5
MN,55724,3,5
MN,55725,3,5
MN,55726,3,5
MN,55730,3,5
MN,55731,3,5
MN,55732,3,5
MN,55733,3,5
MN,55734,3,5
MN,55735,3,5
MN,55736,3,5
MN,55738,3,5
MN,55741,3,5
MN,55742,3,5
MN,55744,3,5
MN,55745,3,5
MN,55746,3,5
MN,55747,3,5
MN,55748,3,5
MN,55749,3,5
MN,55750,3,5
MN,55751,3,5
MN,55752,3,5
MN,55753,3,5
MN,55756,3,5
MN,55757,3,5
MN,55758,3,5
MN,55760,3,5
MN,55763,3,5
MN,55764,3,5
MN,55765,3,5
MN,55766,3,5
MN,55767,3,5
MN,55768,3,5
MN,55769,3,5
MN,55771,3,5
MN,55772,3,5
MN,55775,3,5
MN,55777,3,5
MN,55779,3,5
MN,55780,3,5
MN,55781,3,5
MN,55782,3,5
MN,55783,3,5
MN,55784,3,5
MN,55785,3,5
MN,55786,3,5
MN,55787,3,5
MN,55790,3,5
MN,55791,3,5
MN,55792,3,5
MN,55793,3,5
MN,55795,3,5
MN,55796,3,5
MN,55797,3,5
MN,55798,3,5
MN,55801,3,5
MN,55802,3,5
MN,55803,3,5
MN,55804,3,5
MN,55805,3,5
MN,55806,3,5
MN,55807,3,5
MN,55808,3,5
MN,55810,3,5
MN,55811,3,5
MN,55812,3,5
MN,55814,3,5
MN,55815,3,5
MN,55816,3,5
MN,55901,3,5
MN,55902,3,5
MN,55903,3,5
MN,55904,3,5
MN,55905,3,5
MN,55906,3,5
MN,55909,3,5
MN,55910,3,5
MN,55912,3,5
MN,55917,3,5
MN,55918,3,5
MN,55919,3,5
MN,55920,3,5
MN,55921,3,5
MN,55922,3,5
MN,55923,3,5
MN,55924,3,5
MN,55925,3,5
MN,55926,3,5
MN,55927,3,5
MN,55929,3,5
MN,55931,3,5
MN,55932,3,5
MN,55933,3,5
MN,55934,3,5
MN,55935,3,5
MN,55936,3,5
MN,55939,3,5
MN,55940,3,5
MN,55941,3,5
MN,55942,3,5
MN,55943,3,5
MN,55944,3,5
MN,55945,3,5
MN,55946,3,5
MN,55947,3,5
MN,55949,3,5
MN,55950,3,5
MN,55951,3,5
MN,55952,3,5
MN,55953,3,5
MN,55954,3,5
MN,55955,3,5
MN,55956,3,5
MN,55957,3,5
MN,55959,3,5
MN,55960,3,5
MN,55961,3,5
MN,55962,3,5
MN,55963,3,5
MN,55964,3,5
MN,55965,3,5
MN,55967,3,5
MN,55968,3,5
MN,55969,3,5
MN,55970,3,5
MN,55971,3,5
MN,55972,3,5
MN,55973,3,5
MN,55974,3,5
MN,55975,3,5
MN,55976,3,5
MN,55977,3,5
MN,55979,3,5
MN,55981,3,5
MN,55982,3,5
MN,55983,3,5
MN,55985,3,5
MN,55987,3,5
MN,55988,3,5
MN,55990,3,5
MN,55991,3,5
MN,55992,3,5
MN,56001,3,5
MN,56002,3,5
MN,56003,3,5
MN,56006,3,5
MN,56007,3,5
MN,56009,3,5
MN,56010,3,5
MN,56011,3,5
MN,56013,3,5
MN,56014,3,5
MN,56016,3,5
MN,56017,3,5
MN,56019,3,5
MN,56020,3,5
MN,56021,3,5
MN,56022,3,5
MN,56023,3,5
MN,56024,3,5
MN,56025,3,5
MN,56026,3,5
MN,56027,3,5
