STATE_PROVINCE,DESTZIP_POSTA_ CODE,SERVICE_DAYS,ZONE
GA,30816,2,4
GA,30817,2,4
GA,30818,2,4
GA,30819,2,4
GA,30820,2,4
GA,30821,2,4
GA,30822,2,4
GA,30823,2,4
GA,30824,2,4
GA,30828,2,4
GA,30830,2,4
GA,30833,2,4
GA,30901,2,4
GA,30903,2,4
GA,30904,2,4
GA,30905,2,4
GA,30906,2,4
GA,30907,2,4
GA,30909,2,4
GA,30912,2,4
GA,30914,2,4
GA,30916,2,4
GA,30917,2,4
GA,30919,2,4
GA,30999,2,4
GA,31001,2,5
GA,31002,2,5
GA,31003,2,5
GA,31004,2,5
GA,31005,2,5
GA,31006,2,5
GA,31007,2,5
GA,31008,2,5
GA,31009,2,5
GA,31010,2,5
GA,31011,2,5
GA,31012,2,5
GA,31013,2,5
GA,31014,2,5
GA,31015,2,5
GA,31016,2,5
GA,31017,2,5
GA,31018,2,5
GA,31019,2,5
GA,31020,2,5
GA,31021,2,5
GA,31022,2,5
GA,31023,2,5
GA,31024,2,5
GA,31025,2,5
GA,31026,2,5
GA,31027,2,5
GA,31028,2,5
GA,31029,2,5
GA,31030,2,5
GA,31031,2,5
GA,31032,2,5
GA,31033,2,5
GA,31034,2,5
GA,31035,2,5
GA,31036,2,5
GA,31037,2,5
GA,31038,2,5
GA,31039,2,5
GA,31040,2,5
GA,31041,2,5
GA,31042,2,5
GA,31044,2,5
GA,31045,2,5
GA,31046,2,5
GA,31047,2,5
GA,31049,2,5
GA,31050,2,5
GA,31051,2,5
GA,31052,2,5
GA,31054,2,5
GA,31055,2,5
GA,31057,2,5
GA,31058,2,5
GA,31059,2,5
GA,31060,2,5
GA,31061,2,5
GA,31062,2,5
GA,31063,2,5
GA,31064,2,5
GA,31065,2,5
GA,31066,2,5
GA,31067,2,5
GA,31068,2,5
GA,31069,2,5
GA,31070,2,5
GA,31071,2,5
GA,31072,2,5
GA,31075,2,5
GA,31076,2,5
GA,31077,2,5
GA,31078,2,5
GA,31079,2,5
GA,31081,2,5
GA,31082,2,5
GA,31083,2,5
GA,31084,2,5
GA,31085,2,5
GA,31086,2,5
GA,31087,2,5
GA,31088,2,5
GA,31089,2,5
GA,31090,2,5
GA,31091,2,5
GA,31092,2,5
GA,31093,2,5
GA,31094,2,5
GA,31095,2,5
GA,31096,2,5
GA,31097,2,5
GA,31098,2,5
GA,31099,2,5
GA,31106,2,5
GA,31107,2,5
GA,31119,2,5
GA,31126,2,5
GA,31131,2,5
GA,31136,2,5
GA,31139,2,5
GA,31141,2,5
GA,31144,2,5
GA,31145,2,5
GA,31146,2,5
GA,31150,2,5
GA,31156,2,5
GA,31169,2,5
GA,31192,2,5
GA,31193,2,5
GA,31195,2,5
GA,31196,2,5
GA,31201,2,5
GA,31202,2,5
GA,31203,2,5
GA,31204,2,5
GA,31205,2,5
GA,31206,2,5
GA,31207,2,5
GA,31208,2,5
GA,31209,2,5
GA,31210,2,5
GA,31211,2,5
GA,31213,2,5
GA,31216,2,5
GA,31217,2,5
GA,31220,2,5
GA,31221,2,5
GA,31294,2,5
GA,31295,2,5
GA,31296,2,5
GA,31297,2,5
GA,31301,2,4
GA,31302,2,4
GA,31303,2,4
GA,31304,2,4
GA,31305,2,4
GA,31307,2,4
GA,31308,2,4
GA,31309,2,4
GA,31310,2,4
GA,31312,2,4
GA,31313,2,4
GA,31314,2,4
GA,31315,2,4
GA,31316,2,4
GA,31318,2,4
GA,31319,2,4
GA,31320,2,4
GA,31321,2,4
GA,31322,2,4
GA,31323,2,4
GA,31324,2,4
GA,31326,2,4
GA,31327,2,4
GA,31328,2,4
GA,31329,2,4
GA,31331,2,4
GA,31333,2,4
GA,31401,2,4
GA,31402,2,4
GA,31403,2,4
GA,31404,2,4
GA,31405,2,4
GA,31406,2,4
GA,31407,2,4
GA,31408,2,4
GA,31409,2,4
GA,31410,2,4
GA,31411,2,4
GA,31412,2,4
GA,31414,2,4
GA,31415,2,4
GA,31416,2,4
GA,31418,2,4
GA,31419,2,4
GA,31420,2,4
GA,31421,2,4
GA,31501,2,5
GA,31502,2,5
GA,31503,2,5
GA,31510,2,5
GA,31512,2,5
GA,31513,2,5
GA,31515,2,5
GA,31516,2,5
GA,31518,2,5
GA,31519,2,5
GA,31520,2,5
GA,31521,2,5
GA,31522,2,5
GA,31523,2,5
GA,31524,2,5
GA,31525,2,5
GA,31527,2,5
GA,31532,2,5
GA,31533,2,5
GA,31534,2,5
GA,31535,2,5
GA,31537,2,5
GA,31539,2,5
GA,31542,2,5
GA,31543,2,5
GA,31544,2,5
GA,31545,2,5
GA,31546,2,5
GA,31547,2,5
GA,31548,2,5
GA,31549,2,5
GA,31550,2,5
GA,31551,2,5
GA,31552,2,5
GA,31553,2,5
GA,31554,2,5
GA,31555,2,5
GA,31556,2,5
GA,31557,2,5
GA,31558,2,5
GA,31560,2,5
GA,31561,2,5
GA,31562,2,5
GA,31563,2,5
GA,31564,2,5
GA,31565,2,5
GA,31566,2,5
GA,31567,2,5
GA,31568,2,5
GA,31569,2,5
GA,31598,2,5
GA,31599,2,5
GA,31601,2,5
GA,31602,2,5
GA,31603,2,5
GA,31604,2,5
GA,31605,2,5
GA,31606,2,5
GA,31620,2,5
GA,31622,2,5
GA,31623,2,5
GA,31624,2,5
GA,31625,2,5
GA,31626,2,5
GA,31627,2,5
GA,31629,2,5
GA,31630,2,5
GA,31631,2,5
GA,31632,2,5
GA,31634,2,5
GA,31635,2,5
GA,31636,2,5
GA,31637,2,5
GA,31638,2,5
GA,31639,2,5
GA,31641,2,5
GA,31642,2,5
GA,31643,2,5
GA,31645,2,5
GA,31647,2,5
GA,31648,2,5
GA,31649,2,5
GA,31650,2,5
GA,31698,2,5
GA,31699,2,5
GA,31701,2,5
GA,31702,2,5
GA,31703,2,5
GA,31704,2,5
GA,31705,2,5
GA,31706,2,5
GA,31707,2,5
GA,31708,2,5
GA,31709,2,5
GA,31711,2,5
GA,31712,2,5
GA,31714,2,5
GA,31716,2,5
GA,31719,2,5
GA,31720,2,5
GA,31721,2,5
GA,31722,2,5
GA,31727,2,5
GA,31730,2,5
GA,31733,2,5
GA,31735,2,5
GA,31738,2,5
GA,31739,2,5
GA,31743,2,5
GA,31744,2,5
GA,31747,2,5
GA,31749,2,5
GA,31750,2,5
GA,31753,2,5
GA,31756,2,5
GA,31757,2,5
GA,31758,2,5
GA,31760,2,5
GA,31763,2,5
GA,31764,2,5
GA,31765,2,5
GA,31768,2,5
GA,31769,2,5
GA,31771,2,5
GA,31772,2,5
GA,31773,2,5
GA,31774,2,5
GA,31775,2,5
GA,31776,2,5
GA,31778,2,5
GA,31779,2,5
GA,31780,2,5
GA,31781,2,5
GA,31782,2,5
GA,31783,2,5
GA,31784,2,5
GA,31787,2,5
GA,31788,2,5
GA,31789,2,5
GA,31790,2,5
GA,31791,2,5
GA,31792,2,5
GA,31793,2,5
GA,31794,2,5
GA,31795,2,5
GA,31796,2,5
GA,31798,2,5
GA,31799,2,5
GA,31801,2,5
GA,31803,2,5
GA,31804,2,5
GA,31805,2,5
GA,31806,2,5
GA,31807,2,5
GA,31808,2,5
GA,31810,2,5
GA,31811,2,5
GA,31812,2,5
GA,31814,2,5
GA,31815,2,5
GA,31816,2,5
GA,31820,2,5
GA,31821,2,5
GA,31822,2,5
GA,31823,2,5
GA,31824,2,5
GA,31825,2,5
GA,31826,2,5
GA,31827,2,5
GA,31829,2,5
GA,31830,2,5
GA,31831,2,5
GA,31832,2,5
GA,31833,2,5
GA,31836,2,5
GA,31901,2,5
GA,31902,2,5
GA,31903,2,5
GA,31904,2,5
GA,31905,2,5
GA,31906,2,5
GA,31907,2,5
GA,31908,2,5
GA,31909,2,5
GA,31914,2,5
GA,31917,2,5
GA,31993,2,5
GA,31995,2,5
GA,31997,2,5
GA,31998,2,5
GA,31999,2,5
FL,32003,2,5
FL,32004,2,5
FL,32006,2,5
FL,32007,2,5
FL,32008,2,5
FL,32009,2,5
FL,32011,2,5
FL,32013,2,5
FL,32024,2,5
FL,32025,2,5
FL,32026,2,5
FL,32030,2,5
FL,32033,2,5
FL,32034,2,5
FL,32035,2,5
FL,32038,2,5
FL,32040,2,5
FL,32041,2,5
FL,32042,2,5
FL,32043,2,5
FL,32044,2,5
FL,32046,2,5
FL,32050,2,5
FL,32052,2,5
FL,32053,2,5
FL,32054,2,5
FL,32055,2,5
FL,32056,2,5
FL,32058,2,5
FL,32059,2,5
FL,32060,2,5
FL,32061,2,5
FL,32062,2,5
FL,32063,2,5
FL,32064,2,5
FL,32065,2,5
FL,32066,2,5
FL,32067,2,5
FL,32068,2,5
FL,32071,2,5
FL,32072,2,5
FL,32073,2,5
FL,32079,2,5
FL,32080,2,5
FL,32081,2,5
FL,32082,2,5
FL,32083,2,5
FL,32084,2,5
FL,32085,2,5
FL,32086,2,5
FL,32087,2,5
FL,32091,2,5
FL,32092,2,5
FL,32094,2,5
FL,32095,2,5
FL,32096,2,5
FL,32097,2,5
FL,32099,2,5
FL,32102,2,5
FL,32105,2,5
FL,32110,2,5
FL,32111,2,5
FL,32112,2,5
FL,32113,2,5
FL,32114,2,5
FL,32115,2,5
FL,32116,2,5
FL,32117,2,5
FL,32118,2,5
FL,32119,2,5
FL,32120,2,5
FL,32121,2,5
FL,32122,2,5
FL,32123,2,5
FL,32124,2,5
FL,32125,2,5
FL,32126,2,5
FL,32127,2,5
FL,32128,2,5
FL,32129,2,5
FL,32130,2,5
FL,32131,2,5
FL,32132,2,5
FL,32133,2,5
FL,32134,2,5
FL,32135,2,5
FL,32136,2,5
FL,32137,2,5
FL,32138,2,5
FL,32139,2,5
FL,32140,2,5
FL,32141,2,5
FL,32142,2,5
FL,32143,2,5
FL,32145,2,5
FL,32147,2,5
FL,32148,2,5
FL,32149,2,5
FL,32157,2,5
FL,32158,2,5
FL,32159,2,5
FL,32160,2,5
FL,32162,2,5
FL,32163,2,5
FL,32164,2,5
FL,32168,2,5
FL,32169,2,5
FL,32170,2,5
FL,32173,2,5
FL,32174,2,5
FL,32175,2,5
FL,32176,2,5
FL,32177,2,5
FL,32178,2,5
FL,32179,2,5
FL,32180,2,5
FL,32181,2,5
FL,32182,2,5
FL,32183,2,5
FL,32185,2,5
FL,32187,2,5
FL,32189,2,5
FL,32190,2,5
FL,32192,2,5
FL,32193,2,5
FL,32195,2,5
FL,32198,2,5
FL,32201,2,5
FL,32202,2,5
FL,32203,2,5
FL,32204,2,5
FL,32205,2,5
FL,32206,2,5
FL,32207,2,5
FL,32208,2,5
FL,32209,2,5
FL,32210,2,5
FL,32211,2,5
FL,32212,2,5
FL,32214,2,5
FL,32216,2,5
FL,32217,2,5
FL,32218,2,5
FL,32219,2,5
FL,32220,2,5
FL,32221,2,5
FL,32222,2,5
FL,32223,2,5
FL,32224,2,5
FL,32225,2,5
FL,32226,2,5
FL,32227,2,5
FL,32228,2,5
FL,32229,2,5
FL,32231,2,5
FL,32232,2,5
FL,32233,2,5
FL,32234,2,5
FL,32235,2,5
FL,32236,2,5
FL,32237,2,5
FL,32238,2,5
FL,32239,2,5
FL,32240,2,5
FL,32241,2,5
FL,32244,2,5
FL,32245,2,5
FL,32246,2,5
FL,32247,2,5
FL,32250,2,5
FL,32254,2,5
FL,32255,2,5
FL,32256,2,5
FL,32257,2,5
FL,32258,2,5
FL,32259,2,5
FL,32260,2,5
FL,32266,2,5
FL,32277,2,5
FL,32301,2,5
FL,32302,2,5
FL,32303,2,5
FL,32304,2,5
FL,32305,2,5
FL,32306,2,5
FL,32307,2,5
FL,32308,2,5
FL,32309,2,5
FL,32310,2,5
FL,32311,2,5
FL,32312,2,5
FL,32313,2,5
FL,32314,2,5
FL,32315,2,5
FL,32316,2,5
FL,32317,2,5
FL,32318,2,5
FL,32320,2,5
FL,32321,2,5
FL,32322,2,5
FL,32323,2,5
FL,32324,2,5
FL,32326,2,5
FL,32327,2,5
FL,32328,2,5
FL,32329,2,5
FL,32330,2,5
FL,32331,2,5
FL,32332,2,5
FL,32333,2,5
FL,32334,2,5
FL,32335,2,5
FL,32336,2,5
FL,32337,2,5
FL,32340,2,5
FL,32341,2,5
FL,32343,2,5
FL,32344,2,5
FL,32345,2,5
FL,32346,2,5
FL,32347,2,5
FL,32348,2,5
FL,32350,2,5
FL,32351,2,5
FL,32352,2,5
FL,32353,2,5
FL,32355,2,5
FL,32356,2,5
FL,32357,2,5
FL,32358,2,5
FL,32359,2,5
FL,32360,2,5
FL,32361,2,5
FL,32362,2,5
FL,32395,2,5
FL,32399,2,5
FL,32401,2,5
FL,32402,2,5
FL,32403,2,5
FL,32404,2,5
FL,32405,2,5
FL,32406,2,5
FL,32407,2,5
FL,32408,2,5
FL,32409,2,5
FL,32410,2,5
FL,32411,2,5
FL,32412,2,5
FL,32413,2,5
FL,32417,2,5
FL,32420,2,5
FL,32421,2,5
FL,32422,2,5
FL,32423,2,5
FL,32424,2,5
FL,32425,2,5
FL,32426,2,5
FL,32427,2,5
FL,32428,2,5
FL,32430,2,5
FL,32431,2,5
FL,32432,2,5
FL,32433,2,5
FL,32434,2,5
FL,32435,2,5
FL,32437,2,5
FL,32438,2,5
FL,32439,2,5
FL,32440,2,5
FL,32442,2,5
FL,32443,2,5
FL,32444,2,5
FL,32445,2,5
FL,32446,2,5
FL,32447,2,5
FL,32448,2,5
FL,32449,2,5
FL,32452,2,5
FL,32455,2,5
FL,32456,2,5
FL,32457,2,5
FL,32459,2,5
FL,32460,2,5
FL,32461,2,5
FL,32462,2,5
FL,32463,2,5
FL,32464,2,5
FL,32465,2,5
FL,32466,2,5
FL,32501,2,5
FL,32502,2,5
FL,32503,2,5
FL,32504,2,5
FL,32505,2,5
FL,32506,2,5
FL,32507,2,5
FL,32508,2,5
FL,32509,2,5
FL,32511,2,5
FL,32512,2,5
FL,32513,2,5
FL,32514,2,5
FL,32516,2,5
FL,32520,2,5
FL,32521,2,5
FL,32522,2,5
FL,32523,2,5
FL,32524,2,5
FL,32526,2,5
FL,32530,2,5
FL,32531,2,5
FL,32533,2,5
FL,32534,2,5
FL,32535,2,5
FL,32536,2,5
FL,32537,2,5
FL,32538,2,5
FL,32539,2,5
FL,32540,2,5
FL,32541,2,5
FL,32542,2,5
FL,32544,2,5
FL,32547,2,5
FL,32548,2,5
FL,32549,2,5
FL,32550,2,5
FL,32559,2,5
FL,32560,2,5
FL,32561,2,5
FL,32562,2,5
FL,32563,2,5
FL,32564,2,5
FL,32565,2,5
FL,32566,2,5
FL,32567,2,5
FL,32568,2,5
FL,32569,2,5
FL,32570,2,5
FL,32571,2,5
FL,32572,2,5
FL,32577,2,5
FL,32578,2,5
FL,32579,2,5
FL,32580,2,5
FL,32583,2,5
FL,32588,2,5
FL,32591,2,5
FL,32601,2,5
FL,32602,2,5
FL,32603,2,5
FL,32604,2,5
FL,32605,2,5
FL,32606,2,5
FL,32607,2,5
FL,32608,2,5
FL,32609,2,5
FL,32610,2,5
FL,32611,2,5
FL,32612,2,5
FL,32614,2,5
FL,32615,2,5
FL,32616,2,5
FL,32617,2,5
FL,32618,2,5
FL,32619,2,5
FL,32621,2,5
FL,32622,2,5
FL,32625,2,5
FL,32626,2,5
FL,32627,2,5
FL,32628,2,5
FL,32631,2,5
FL,32633,2,5
FL,32634,2,5
FL,32635,2,5
FL,32639,2,5
FL,32640,2,5
FL,32641,2,5
FL,32643,2,5
FL,32644,2,5
FL,32648,2,5
FL,32653,2,5
FL,32654,2,5
FL,32655,2,5
FL,32656,2,5
FL,32658,2,5
FL,32662,2,5
FL,32663,2,5
FL,32664,2,5
FL,32666,2,5
FL,32667,2,5
FL,32668,2,5
FL,32669,2,5
FL,32680,2,5
FL,32681,2,5
FL,32683,2,5
FL,32686,2,5
FL,32692,2,5
FL,32693,2,5
FL,32694,2,5
FL,32696,2,5
FL,32697,2,5
FL,32701,2,5
FL,32702,2,5
FL,32703,2,5
FL,32704,2,5
FL,32706,2,5
FL,32707,2,5
FL,32708,2,5
FL,32709,2,5
FL,32710,2,5
FL,32712,2,5
FL,32713,2,5
FL,32714,2,5
FL,32715,2,5
FL,32716,2,5
FL,32718,2,5
FL,32719,2,5
FL,32720,2,5
FL,32721,2,5
FL,32722,2,5
FL,32723,2,5
FL,32724,2,5
FL,32725,2,5
FL,32726,2,5
FL,32727,2,5
FL,32728,2,5
FL,32730,2,5
FL,32732,2,5
FL,32733,2,5
FL,32735,2,5
FL,32736,2,5
FL,32738,2,5
FL,32739,2,5
FL,32744,2,5
FL,32745,2,5
FL,32746,2,5
FL,32747,2,5
FL,32750,2,5
FL,32751,2,5
FL,32752,2,5
FL,32753,2,5
FL,32754,2,5
FL,32756,2,5
FL,32757,2,5
FL,32759,2,5
FL,32762,2,5
FL,32763,2,5
FL,32764,2,5
FL,32765,2,5
FL,32766,2,5
FL,32767,2,5
FL,32768,2,5
FL,32771,2,5
FL,32772,2,5
FL,32773,2,5
FL,32774,2,5
FL,32775,2,5
FL,32776,2,5
FL,32777,2,5
FL,32778,2,5
FL,32779,2,5
FL,32780,2,5
FL,32781,2,5
FL,32783,2,5
FL,32784,2,5
FL,32789,2,5
FL,32790,2,5
FL,32791,2,5
FL,32792,2,5
FL,32793,2,5
FL,32794,2,5
FL,32795,2,5
FL,32796,2,5
FL,32798,2,5
FL,32799,2,5
FL,32801,2,5
FL,32802,2,5
FL,32803,2,5
FL,32804,2,5
FL,32805,2,5
FL,32806,2,5
FL,32807,2,5
FL,32808,2,5
FL,32809,2,5
FL,32810,2,5
FL,32811,2,5
FL,32812,2,5
FL,32814,2,5
FL,32815,2,5
FL,32816,2,5
FL,32817,2,5
FL,32818,2,5
FL,32819,2,5
FL,32820,2,5
FL,32821,2,5
FL,32822,2,5
FL,32824,2,5
FL,32825,2,5
FL,32826,2,5
FL,32827,2,5
FL,32828,2,5
FL,32829,2,5
FL,32830,2,5
FL,32831,2,5
FL,32832,2,5
FL,32833,2,5
FL,32834,2,5
FL,32835,2,5
FL,32836,2,5
FL,32837,2,5
FL,32839,2,5
FL,32853,2,5
FL,32854,2,5
FL,32855,2,5
FL,32856,2,5
FL,32857,2,5
FL,32858,2,5
FL,32859,2,5
FL,32860,2,5
FL,32861,2,5
FL,32862,2,5
FL,32867,2,5
FL,32868,2,5
FL,32869,2,5
FL,32872,2,5
FL,32877,2,5
FL,32878,2,5
FL,32885,2,5
FL,32886,2,5
FL,32887,2,5
FL,32891,2,5
FL,32896,2,5
FL,32897,2,5
FL,32899,2,5
FL,32901,2,5
FL,32902,2,5
FL,32903,2,5
FL,32904,2,5
FL,32905,2,5
FL,32906,2,5
FL,32907,2,5
FL,32908,2,5
FL,32909,2,5
FL,32910,2,5
FL,32911,2,5
FL,32912,2,5
FL,32919,2,5
FL,32920,2,5
FL,32922,2,5
FL,32923,2,5
FL,32924,2,5
FL,32925,2,5
FL,32926,2,5
FL,32927,2,5
FL,32931,2,5
FL,32932,2,5
FL,32934,2,5
FL,32935,2,5
FL,32936,2,5
FL,32937,2,5
FL,32940,2,5
FL,32941,2,5
FL,32948,2,5
FL,32949,2,5
FL,32950,2,5
FL,32951,2,5
FL,32952,2,5
FL,32953,2,5
FL,32954,2,5
FL,32955,2,5
FL,32956,2,5
FL,32957,2,5
FL,32958,2,5
FL,32959,2,5
FL,32960,2,5
FL,32961,2,5
FL,32962,2,5
FL,32963,2,5
FL,32964,2,5
FL,32965,2,5
FL,32966,2,5
FL,32967,2,5
FL,32968,2,5
FL,32969,2,5
FL,32970,2,5
FL,32971,2,5
FL,32976,2,5
FL,32978,2,5
FL,33001,3,6
FL,33002,2,6
FL,33004,2,6
FL,33008,2,6
FL,33009,2,6
FL,33010,2,6
FL,33011,2,6
FL,33012,2,6
FL,33013,2,6
FL,33014,2,6
FL,33015,2,6
FL,33016,2,6
FL,33017,2,6
FL,33018,2,6
FL,33019,2,6
FL,33020,2,6
FL,33021,2,6
FL,33022,2,6
FL,33023,2,6
FL,33024,2,6
FL,33025,2,6
FL,33026,2,6
FL,33027,2,6
FL,33028,2,6
FL,33029,2,6
FL,33030,2,6
FL,33031,2,6
FL,33032,2,6
FL,33033,2,6
FL,33034,2,6
FL,33035,2,6
FL,33036,3,6
FL,33037,3,6
FL,33039,2,6
FL,33040,3,6
FL,33041,3,6
FL,33042,3,6
FL,33043,3,6
FL,33045,3,6
FL,33050,3,6
FL,33051,3,6
FL,33052,3,6
FL,33054,2,6
FL,33055,2,6
FL,33056,2,6
FL,33060,2,6
FL,33061,2,6
FL,33062,2,6
FL,33063,2,6
FL,33064,2,6
FL,33065,2,6
FL,33066,2,6
FL,33067,2,6
FL,33068,2,6
FL,33069,2,6
FL,33070,3,6
FL,33071,2,6
FL,33072,2,6
FL,33073,2,6
FL,33074,2,6
FL,33075,2,6
FL,33076,2,6
FL,33077,2,6
FL,33081,2,6
FL,33082,2,6
FL,33083,2,6
FL,33084,2,6
FL,33090,2,6
FL,33092,2,6
FL,33093,2,6
FL,33097,2,6
FL,33101,2,6
FL,33102,2,6
FL,33106,2,6
FL,33109,2,6
FL,33111,2,6
FL,33112,2,6
FL,33114,2,6
FL,33116,2,6
FL,33119,2,6
FL,33122,2,6
FL,33124,2,6
FL,33125,2,6
FL,33126,2,6
FL,33127,2,6
FL,33128,2,6
FL,33129,2,6
FL,33130,2,6
FL,33131,2,6
FL,33132,2,6
FL,33133,2,6
FL,33134,2,6
FL,33135,2,6
FL,33136,2,6
FL,33137,2,6
FL,33138,2,6
FL,33139,2,6
FL,33140,2,6
FL,33141,2,6
FL,33142,2,6
FL,33143,2,6
FL,33144,2,6
FL,33145,2,6
FL,33146,2,6
FL,33147,2,6
FL,33149,2,6
FL,33150,2,6
FL,33151,2,6
FL,33152,2,6
FL,33153,2,6
FL,33154,2,6
FL,33155,2,6
FL,33156,2,6
FL,33157,2,6
FL,33158,2,6
FL,33159,2,6
FL,33160,2,6
FL,33161,2,6
FL,33162,2,6
FL,33163,2,6
FL,33164,2,6
FL,33165,2,6
FL,33166,2,6
FL,33167,2,6
FL,33168,2,6
FL,33169,2,6
FL,33170,2,6
FL,33172,2,6
FL,33173,2,6
FL,33174,2,6
FL,33175,2,6
FL,33176,2,6
FL,33177,2,6
FL,33178,2,6
FL,33179,2,6
FL,33180,2,6
FL,33181,2,6
FL,33182,2,6
FL,33183,2,6
FL,33184,2,6
FL,33185,2,6
FL,33186,2,6
FL,33187,2,6
FL,33188,2,6
FL,33189,2,6
FL,33190,2,6
FL,33193,2,6
FL,33194,2,6
FL,33196,2,6
FL,33197,2,6
FL,33199,2,6
FL,33206,2,6
FL,33222,2,6
FL,33231,2,6
FL,33233,2,6
FL,33234,2,6
FL,33238,2,6
FL,33239,2,6
FL,33242,2,6
FL,33243,2,6
FL,33245,2,6
FL,33247,2,6
FL,33255,2,6
FL,33256,2,6
FL,33257,2,6
FL,33261,2,6
FL,33265,2,6
FL,33266,2,6
FL,33269,2,6
FL,33280,2,6
FL,33283,2,6
FL,33296,2,6
FL,33299,2,6
FL,33301,2,5
FL,33302,2,5
FL,33303,2,5
FL,33304,2,5
FL,33305,2,5
FL,33306,2,5
FL,33307,2,5
FL,33308,2,5
FL,33309,2,5
FL,33310,2,5
FL,33311,2,5
FL,33312,2,5
FL,33313,2,5
FL,33314,2,5
FL,33315,2,5
FL,33316,2,5
FL,33317,2,5
FL,33318,2,5
FL,33319,2,5
FL,33320,2,5
FL,33321,2,5
FL,33322,2,5
FL,33323,2,5
FL,33324,2,5
FL,33325,2,5
FL,33326,2,5
FL,33327,2,5
FL,33328,2,5
FL,33329,2,5
FL,33330,2,5
FL,33331,2,5
FL,33332,2,5
FL,33334,2,5
FL,33335,2,5
FL,33336,2,5
FL,33337,2,5
FL,33338,2,5
FL,33339,2,5
FL,33340,2,5
FL,33345,2,5
FL,33346,2,5
FL,33348,2,5
FL,33349,2,5
FL,33351,2,5
FL,33355,2,5
FL,33359,2,5
FL,33388,2,5
FL,33394,2,5
FL,33401,2,5
FL,33402,2,5
FL,33403,2,5
FL,33404,2,5
FL,33405,2,5
FL,33406,2,5
FL,33407,2,5
FL,33408,2,5
FL,33409,2,5
FL,33410,2,5
FL,33411,2,5
FL,33412,2,5
FL,33413,2,5
FL,33414,2,5
FL,33415,2,5
FL,33416,2,5
FL,33417,2,5
FL,33418,2,5
FL,33419,2,5
FL,33420,2,5
FL,33421,2,5
FL,33422,2,5
FL,33424,2,5
FL,33425,2,5
FL,33426,2,5
FL,33427,2,5
FL,33428,2,5
FL,33429,2,5
FL,33430,2,5
FL,33431,2,5
FL,33432,2,5
FL,33433,2,5
FL,33434,2,5
FL,33435,2,5
FL,33436,2,5
FL,33437,2,5
FL,33438,2,5
FL,33440,2,5
FL,33441,2,5
FL,33442,2,5
FL,33443,2,5
FL,33444,2,5
FL,33445,2,5
FL,33446,2,5
FL,33448,2,5
FL,33449,2,5
FL,33454,2,5
FL,33455,2,5
FL,33458,2,5
FL,33459,2,5
FL,33460,2,5
FL,33461,2,5
FL,33462,2,5
FL,33463,2,5
FL,33464,2,5
FL,33465,2,5
FL,33466,2,5
FL,33467,2,5
FL,33468,2,5
FL,33469,2,5
FL,33470,2,5
FL,33471,2,5
FL,33472,2,5
FL,33473,2,5
FL,33474,2,5
FL,33475,2,5
FL,33476,2,5
FL,33477,2,5
FL,33478,2,5
FL,33480,2,5
FL,33481,2,5
FL,33482,2,5
FL,33483,2,5
FL,33484,2,5
FL,33486,2,5
FL,33487,2,5
FL,33488,2,5
FL,33493,2,5
FL,33496,2,5
FL,33497,2,5
FL,33498,2,5
FL,33499,2,5
FL,33503,2,5
FL,33508,2,5
FL,33509,2,5
FL,33510,2,5
FL,33511,2,5
FL,33513,2,5
FL,33514,2,5
FL,33521,2,5
FL,33523,2,5
FL,33524,2,5
FL,33525,2,5
FL,33526,2,5
FL,33527,2,5
FL,33530,2,5
FL,33534,2,5
FL,33537,2,5
FL,33538,2,5
FL,33539,2,5
FL,33540,2,5
FL,33541,2,5
FL,33542,2,5
FL,33543,2,5
FL,33544,2,5
FL,33545,2,5
FL,33547,2,5
FL,33548,2,5
FL,33549,2,5
FL,33550,2,5
FL,33556,2,5
FL,33558,2,5
FL,33559,2,5
FL,33563,2,5
FL,33564,2,5
FL,33565,2,5
FL,33566,2,5
FL,33567,2,5
FL,33568,2,5
FL,33569,2,5
FL,33570,2,5
FL,33571,2,5
FL,33572,2,5
FL,33573,2,5
FL,33574,2,5
FL,33575,2,5
FL,33576,2,5
FL,33578,2,5
FL,33579,2,5
FL,33583,2,5
FL,33584,2,5
FL,33585,2,5
FL,33586,2,5
FL,33587,2,5
FL,33592,2,5
FL,33593,2,5
FL,33594,2,5
FL,33595,2,5
FL,33596,2,5
FL,33597,2,5
FL,33598,2,5
FL,33601,2,5
FL,33602,2,5
FL,33603,2,5
FL,33604,2,5
FL,33605,2,5
FL,33606,2,5
FL,33607,2,5
FL,33608,2,5
FL,33609,2,5
FL,33610,2,5
FL,33611,2,5
FL,33612,2,5
FL,33613,2,5
FL,33614,2,5
FL,33615,2,5
FL,33616,2,5
FL,33617,2,5
FL,33618,2,5
FL,33619,2,5
FL,33620,2,5
FL,33621,2,5
FL,33622,2,5
FL,33623,2,5
FL,33624,2,5
FL,33625,2,5
FL,33626,2,5
FL,33629,2,5
FL,33630,2,5
FL,33631,2,5
FL,33633,2,5
FL,33634,2,5
FL,33635,2,5
FL,33637,2,5
FL,33646,2,5
FL,33647,2,5
FL,33650,2,5
FL,33655,2,5
FL,33660,2,5
FL,33661,2,5
FL,33662,2,5
FL,33663,2,5
FL,33664,2,5
FL,33672,2,5
FL,33673,2,5
FL,33674,2,5
FL,33675,2,5
FL,33677,2,5
FL,33679,2,5
FL,33680,2,5
FL,33681,2,5
FL,33682,2,5
FL,33684,2,5
